text,cantica,canto,line
Li due poeti a l’alber s’appressaro;,Purgatorio,22,139
e una voce per entro le fronde,Purgatorio,22,140
gridò: «Di questo cibo avrete caro».,Purgatorio,22,141
Poi disse: «Più pensava Maria onde,Purgatorio,22,142
"fosser le nozze orrevoli e intere,",Purgatorio,22,143
"ch’a la sua bocca, ch’or per voi risponde.",Purgatorio,22,144
"E le Romane antiche, per lor bere,",Purgatorio,22,145
contente furon d’acqua; e Danïello,Purgatorio,22,146
dispregiò cibo e acquistò savere.,Purgatorio,22,147
"Lo secol primo, quant’ oro fu bello,",Purgatorio,22,148
"fé savorose con fame le ghiande,",Purgatorio,22,149
e nettare con sete ogne ruscello.,Purgatorio,22,150
Mele e locuste furon le vivande,Purgatorio,22,151
che nodriro il Batista nel diserto;,Purgatorio,22,152
per ch’elli è glorïoso e tanto grande,Purgatorio,22,153
quanto per lo Vangelio v’è aperto».,Purgatorio,22,154
Mentre che li occhi per la fronda verde,Purgatorio,23,1
ficcava ïo sì come far suole,Purgatorio,23,2
"chi dietro a li uccellin sua vita perde,",Purgatorio,23,3
"lo più che padre mi dicea: «Figliuole,",Purgatorio,23,4
"vienne oramai, ché ’l tempo che n’è imposto",Purgatorio,23,5
più utilmente compartir si vuole».,Purgatorio,23,6
"Io volsi ’l viso, e ’l passo non men tosto,",Purgatorio,23,7
"appresso i savi, che parlavan sìe,",Purgatorio,23,8
che l’andar mi facean di nullo costo.,Purgatorio,23,9
Ed ecco piangere e cantar s’udìe,Purgatorio,23,10
"‘Labïa mëa, Domine’ per modo",Purgatorio,23,11
"tal, che diletto e doglia parturìe.",Purgatorio,23,12
"«O dolce padre, che è quel ch’i’ odo?»,",Purgatorio,23,13
comincia’ io; ed elli: «Ombre che vanno,Purgatorio,23,14
forse di lor dover solvendo il nodo».,Purgatorio,23,15
"Sì come i peregrin pensosi fanno,",Purgatorio,23,16
"giugnendo per cammin gente non nota,",Purgatorio,23,17
"che si volgono ad essa e non restanno,",Purgatorio,23,18
"così di retro a noi, più tosto mota,",Purgatorio,23,19
venendo e trapassando ci ammirava,Purgatorio,23,20
d’anime turba tacita e devota.,Purgatorio,23,21
"Ne li occhi era ciascuna oscura e cava,",Purgatorio,23,22
"palida ne la faccia, e tanto scema",Purgatorio,23,23
che da l’ossa la pelle s’informava.,Purgatorio,23,24
Non credo che così a buccia strema,Purgatorio,23,25
"Erisittone fosse fatto secco,",Purgatorio,23,26
"per digiunar, quando più n’ebbe tema.",Purgatorio,23,27
Io dicea fra me stesso pensando: ‘Ecco,Purgatorio,23,28
"la gente che perdé Ierusalemme,",Purgatorio,23,29
quando Maria nel figlio diè di becco!’,Purgatorio,23,30
Parean l’occhiaie anella sanza gemme:,Purgatorio,23,31
chi nel viso de li uomini legge ‘omo’,Purgatorio,23,32
ben avria quivi conosciuta l’emme.,Purgatorio,23,33
Chi crederebbe che l’odor d’un pomo,Purgatorio,23,34
"sì governasse, generando brama,",Purgatorio,23,35
"e quel d’un’acqua, non sappiendo como?",Purgatorio,23,36
"Già era in ammirar che sì li affama,",Purgatorio,23,37
per la cagione ancor non manifesta,Purgatorio,23,38
"di lor magrezza e di lor trista squama,",Purgatorio,23,39
ed ecco del profondo de la testa,Purgatorio,23,40
volse a me li occhi un’ombra e guardò fiso;,Purgatorio,23,41
poi gridò forte: «Qual grazia m’è questa?».,Purgatorio,23,42
Mai non l’avrei riconosciuto al viso;,Purgatorio,23,43
ma ne la voce sua mi fu palese,Purgatorio,23,44
ciò che l’aspetto in sé avea conquiso.,Purgatorio,23,45
Questa favilla tutta mi raccese,Purgatorio,23,46
"mia conoscenza a la cangiata labbia,",Purgatorio,23,47
e ravvisai la faccia di Forese.,Purgatorio,23,48
"«Deh, non contendere a l’asciutta scabbia",Purgatorio,23,49
"che mi scolora», pregava, «la pelle,",Purgatorio,23,50
né a difetto di carne ch’io abbia;,Purgatorio,23,51
"ma dimmi il ver di te, dì chi son quelle",Purgatorio,23,52
due anime che là ti fanno scorta;,Purgatorio,23,53
non rimaner che tu non mi favelle!».,Purgatorio,23,54
"«La faccia tua, ch’io lagrimai già morta,",Purgatorio,23,55
"mi dà di pianger mo non minor doglia»,",Purgatorio,23,56
"rispuos’ io lui, «veggendola sì torta.",Purgatorio,23,57
"Però mi dì, per Dio, che sì vi sfoglia;",Purgatorio,23,58
"non mi far dir mentr’ io mi maraviglio,",Purgatorio,23,59
ché mal può dir chi è pien d’altra voglia».,Purgatorio,23,60
Ed elli a me: «De l’etterno consiglio,Purgatorio,23,61
cade vertù ne l’acqua e ne la pianta,Purgatorio,23,62
rimasa dietro ond’ io sì m’assottiglio.,Purgatorio,23,63
Tutta esta gente che piangendo canta,Purgatorio,23,64
"per seguitar la gola oltra misura,",Purgatorio,23,65
in fame e ’n sete qui si rifà santa.,Purgatorio,23,66
Di bere e di mangiar n’accende cura,Purgatorio,23,67
l’odor ch’esce del pomo e de lo sprazzo,Purgatorio,23,68
che si distende su per sua verdura.,Purgatorio,23,69
"E non pur una volta, questo spazzo",Purgatorio,23,70
"girando, si rinfresca nostra pena:",Purgatorio,23,71
"io dico pena, e dovria dir sollazzo,",Purgatorio,23,72
ché quella voglia a li alberi ci mena,Purgatorio,23,73
"che menò Cristo lieto a dire ‘Elì’,",Purgatorio,23,74
quando ne liberò con la sua vena».,Purgatorio,23,75
"E io a lui: «Forese, da quel dì",Purgatorio,23,76
"nel qual mutasti mondo a miglior vita,",Purgatorio,23,77
cinqu’ anni non son vòlti infino a qui.,Purgatorio,23,78
Se prima fu la possa in te finita,Purgatorio,23,79
"di peccar più, che sovvenisse l’ora",Purgatorio,23,80
"del buon dolor ch’a Dio ne rimarita,",Purgatorio,23,81
come se’ tu qua sù venuto ancora?,Purgatorio,23,82
"Io ti credea trovar là giù di sotto,",Purgatorio,23,83
dove tempo per tempo si ristora».,Purgatorio,23,84
Ond’ elli a me: «Sì tosto m’ha condotto,Purgatorio,23,85
a ber lo dolce assenzo d’i martìri,Purgatorio,23,86
la Nella mia con suo pianger dirotto.,Purgatorio,23,87
Con suoi prieghi devoti e con sospiri,Purgatorio,23,88
"tratto m’ha de la costa ove s’aspetta,",Purgatorio,23,89
e liberato m’ha de li altri giri.,Purgatorio,23,90
Tanto è a Dio più cara e più diletta,Purgatorio,23,91
"la vedovella mia, che molto amai,",Purgatorio,23,92
quanto in bene operare è più soletta;,Purgatorio,23,93
ché la Barbagia di Sardigna assai,Purgatorio,23,94
ne le femmine sue più è pudica,Purgatorio,23,95
che la Barbagia dov’ io la lasciai.,Purgatorio,23,96
"O dolce frate, che vuo’ tu ch’io dica?",Purgatorio,23,97
"Tempo futuro m’è già nel cospetto,",Purgatorio,23,98
"cui non sarà quest’ ora molto antica,",Purgatorio,23,99
nel qual sarà in pergamo interdetto,Purgatorio,23,100
a le sfacciate donne fiorentine,Purgatorio,23,101
l’andar mostrando con le poppe il petto.,Purgatorio,23,102
"Quai barbare fuor mai, quai saracine,",Purgatorio,23,103
"cui bisognasse, per farle ir coperte,",Purgatorio,23,104
o spiritali o altre discipline?,Purgatorio,23,105
Ma se le svergognate fosser certe,Purgatorio,23,106
"di quel che ’l ciel veloce loro ammanna,",Purgatorio,23,107
già per urlare avrian le bocche aperte;,Purgatorio,23,108
"ché, se l’antiveder qui non m’inganna,",Purgatorio,23,109
prima fien triste che le guance impeli,Purgatorio,23,110
colui che mo si consola con nanna.,Purgatorio,23,111
"Deh, frate, or fa che più non mi ti celi!",Purgatorio,23,112
"vedi che non pur io, ma questa gente",Purgatorio,23,113
tutta rimira là dove ’l sol veli».,Purgatorio,23,114
Per ch’io a lui: «Se tu riduci a mente,Purgatorio,23,115
"qual fosti meco, e qual io teco fui,",Purgatorio,23,116
ancor fia grave il memorar presente.,Purgatorio,23,117
Di quella vita mi volse costui,Purgatorio,23,118
"che mi va innanzi, l’altr’ ier, quando tonda",Purgatorio,23,119
"vi si mostrò la suora di colui»,",Purgatorio,23,120
e ’l sol mostrai; «costui per la profonda,Purgatorio,23,121
notte menato m’ha d’i veri morti,Purgatorio,23,122
con questa vera carne che ’l seconda.,Purgatorio,23,123
"Indi m’han tratto sù li suoi conforti,",Purgatorio,23,124
salendo e rigirando la montagna,Purgatorio,23,125
che drizza voi che ’l mondo fece torti.,Purgatorio,23,126
Tanto dice di farmi sua compagna,Purgatorio,23,127
che io sarò là dove fia Beatrice;,Purgatorio,23,128
quivi convien che sanza lui rimagna.,Purgatorio,23,129
"Virgilio è questi che così mi dice»,",Purgatorio,23,130
e addita’lo; «e quest’ altro è quell’ ombra,Purgatorio,23,131
per cuï scosse dianzi ogne pendice,Purgatorio,23,132
"lo vostro regno, che da sé lo sgombra».",Purgatorio,23,133
"Né ’l dir l’andar, né l’andar lui più lento",Purgatorio,24,1
"facea, ma ragionando andavam forte,",Purgatorio,24,2
sì come nave pinta da buon vento;,Purgatorio,24,3
"e l’ombre, che parean cose rimorte,",Purgatorio,24,4
per le fosse de li occhi ammirazione,Purgatorio,24,5
"traean di me, di mio vivere accorte.",Purgatorio,24,6
"E io, continüando al mio sermone,",Purgatorio,24,7
dissi: «Ella sen va sù forse più tarda,Purgatorio,24,8
"che non farebbe, per altrui cagione.",Purgatorio,24,9
"Ma dimmi, se tu sai, dov’ è Piccarda;",Purgatorio,24,10
dimmi s’io veggio da notar persona,Purgatorio,24,11
tra questa gente che sì mi riguarda».,Purgatorio,24,12
"«La mia sorella, che tra bella e buona",Purgatorio,24,13
"non so qual fosse più, trïunfa lieta",Purgatorio,24,14
ne l’alto Olimpo già di sua corona».,Purgatorio,24,15
Sì disse prima; e poi: «Qui non si vieta,Purgatorio,24,16
"di nominar ciascun, da ch’è sì munta",Purgatorio,24,17
nostra sembianza via per la dïeta.,Purgatorio,24,18
"Questi», e mostrò col dito, «è Bonagiunta,",Purgatorio,24,19
Bonagiunta da Lucca; e quella faccia,Purgatorio,24,20
di là da lui più che l’altre trapunta,Purgatorio,24,21
ebbe la Santa Chiesa in le sue braccia:,Purgatorio,24,22
"dal Torso fu, e purga per digiuno",Purgatorio,24,23
l’anguille di Bolsena e la vernaccia».,Purgatorio,24,24
Molti altri mi nomò ad uno ad uno;,Purgatorio,24,25
"e del nomar parean tutti contenti,",Purgatorio,24,26
sì ch’io però non vidi un atto bruno.,Purgatorio,24,27
Vidi per fame a vòto usar li denti,Purgatorio,24,28
Ubaldin da la Pila e Bonifazio,Purgatorio,24,29
che pasturò col rocco molte genti.,Purgatorio,24,30
"Vidi messer Marchese, ch’ebbe spazio",Purgatorio,24,31
"già di bere a Forlì con men secchezza,",Purgatorio,24,32
"e sì fu tal, che non si sentì sazio.",Purgatorio,24,33
Ma come fa chi guarda e poi s’apprezza,Purgatorio,24,34
"più d’un che d’altro, fei a quel da Lucca,",Purgatorio,24,35
che più parea di me aver contezza.,Purgatorio,24,36
El mormorava; e non so che «Gentucca»,Purgatorio,24,37
"sentiv’ io là, ov’ el sentia la piaga",Purgatorio,24,38
de la giustizia che sì li pilucca.,Purgatorio,24,39
"«O anima», diss’ io, «che par sì vaga",Purgatorio,24,40
"di parlar meco, fa sì ch’io t’intenda,",Purgatorio,24,41
e te e me col tuo parlare appaga».,Purgatorio,24,42
"«Femmina è nata, e non porta ancor benda»,",Purgatorio,24,43
"cominciò el, «che ti farà piacere",Purgatorio,24,44
"la mia città, come ch’om la riprenda.",Purgatorio,24,45
Tu te n’andrai con questo antivedere:,Purgatorio,24,46
"se nel mio mormorar prendesti errore,",Purgatorio,24,47
dichiareranti ancor le cose vere.,Purgatorio,24,48
Ma dì s’i’ veggio qui colui che fore,Purgatorio,24,49
"trasse le nove rime, cominciando",Purgatorio,24,50
‘Donne ch’avete intelletto d’amore’».,Purgatorio,24,51
"E io a lui: «I’ mi son un che, quando",Purgatorio,24,52
"Amor mi spira, noto, e a quel modo",Purgatorio,24,53
ch’e’ ditta dentro vo significando».,Purgatorio,24,54
"«O frate, issa vegg’ io», diss’ elli, «il nodo",Purgatorio,24,55
che ’l Notaro e Guittone e me ritenne,Purgatorio,24,56
di qua dal dolce stil novo ch’i’ odo!,Purgatorio,24,57
Io veggio ben come le vostre penne,Purgatorio,24,58
"di retro al dittator sen vanno strette,",Purgatorio,24,59
che de le nostre certo non avvenne;,Purgatorio,24,60
"e qual più a gradire oltre si mette,",Purgatorio,24,61
non vede più da l’uno a l’altro stilo»;,Purgatorio,24,62
"e, quasi contentato, si tacette.",Purgatorio,24,63
"Come li augei che vernan lungo ’l Nilo,",Purgatorio,24,64
"alcuna volta in aere fanno schiera,",Purgatorio,24,65
"poi volan più a fretta e vanno in filo,",Purgatorio,24,66
"così tutta la gente che lì era,",Purgatorio,24,67
"volgendo ’l viso, raffrettò suo passo,",Purgatorio,24,68
e per magrezza e per voler leggera.,Purgatorio,24,69
"E come l’uom che di trottare è lasso,",Purgatorio,24,70
"lascia andar li compagni, e sì passeggia",Purgatorio,24,71
"fin che si sfoghi l’affollar del casso,",Purgatorio,24,72
sì lasciò trapassar la santa greggia,Purgatorio,24,73
"Forese, e dietro meco sen veniva,",Purgatorio,24,74
dicendo: «Quando fia ch’io ti riveggia?».,Purgatorio,24,75
"«Non so», rispuos’ io lui, «quant’ io mi viva;",Purgatorio,24,76
"ma già non fïa il tornar mio tantosto,",Purgatorio,24,77
ch’io non sia col voler prima a la riva;,Purgatorio,24,78
"però che ’l loco u’ fui a viver posto,",Purgatorio,24,79
"di giorno in giorno più di ben si spolpa,",Purgatorio,24,80
e a trista ruina par disposto».,Purgatorio,24,81
"«Or va», diss’ el; «che quei che più n’ha colpa,",Purgatorio,24,82
vegg’ ïo a coda d’una bestia tratto,Purgatorio,24,83
inver’ la valle ove mai non si scolpa.,Purgatorio,24,84
"La bestia ad ogne passo va più ratto,",Purgatorio,24,85
"crescendo sempre, fin ch’ella il percuote,",Purgatorio,24,86
e lascia il corpo vilmente disfatto.,Purgatorio,24,87
"Non hanno molto a volger quelle ruote»,",Purgatorio,24,88
"e drizzò li occhi al ciel, «che ti fia chiaro",Purgatorio,24,89
ciò che ’l mio dir più dichiarar non puote.,Purgatorio,24,90
Tu ti rimani omai; ché ’l tempo è caro,Purgatorio,24,91
"in questo regno, sì ch’io perdo troppo",Purgatorio,24,92
venendo teco sì a paro a paro».,Purgatorio,24,93
Qual esce alcuna volta di gualoppo,Purgatorio,24,94
"lo cavalier di schiera che cavalchi,",Purgatorio,24,95
"e va per farsi onor del primo intoppo,",Purgatorio,24,96
tal si partì da noi con maggior valchi;,Purgatorio,24,97
e io rimasi in via con esso i due,Purgatorio,24,98
che fuor del mondo sì gran marescalchi.,Purgatorio,24,99
"E quando innanzi a noi intrato fue,",Purgatorio,24,100
"che li occhi miei si fero a lui seguaci,",Purgatorio,24,101
"come la mente a le parole sue,",Purgatorio,24,102
parvermi i rami gravidi e vivaci,Purgatorio,24,103
"d’un altro pomo, e non molto lontani",Purgatorio,24,104
per esser pur allora vòlto in laci.,Purgatorio,24,105
Vidi gente sott’ esso alzar le mani,Purgatorio,24,106
"e gridar non so che verso le fronde,",Purgatorio,24,107
quasi bramosi fantolini e vani,Purgatorio,24,108
"che pregano, e ’l pregato non risponde,",Purgatorio,24,109
"ma, per fare esser ben la voglia acuta,",Purgatorio,24,110
tien alto lor disio e nol nasconde.,Purgatorio,24,111
Poi si partì sì come ricreduta;,Purgatorio,24,112
"e noi venimmo al grande arbore adesso,",Purgatorio,24,113
che tanti prieghi e lagrime rifiuta.,Purgatorio,24,114
«Trapassate oltre sanza farvi presso:,Purgatorio,24,115
"legno è più sù che fu morso da Eva,",Purgatorio,24,116
e questa pianta si levò da esso».,Purgatorio,24,117
Sì tra le frasche non so chi diceva;,Purgatorio,24,118
"per che Virgilio e Stazio e io, ristretti,",Purgatorio,24,119
oltre andavam dal lato che si leva.,Purgatorio,24,120
"«Ricordivi», dicea, «d’i maladetti",Purgatorio,24,121
"nei nuvoli formati, che, satolli,",Purgatorio,24,122
Tesëo combatter co’ doppi petti;,Purgatorio,24,123
"e de li Ebrei ch’al ber si mostrar molli,",Purgatorio,24,124
"per che no i volle Gedeon compagni,",Purgatorio,24,125
quando inver’ Madïan discese i colli».,Purgatorio,24,126
Sì accostati a l’un d’i due vivagni,Purgatorio,24,127
"passammo, udendo colpe de la gola",Purgatorio,24,128
seguite già da miseri guadagni.,Purgatorio,24,129
"Poi, rallargati per la strada sola,",Purgatorio,24,130
"ben mille passi e più ci portar oltre,",Purgatorio,24,131
contemplando ciascun sanza parola.,Purgatorio,24,132
«Che andate pensando sì voi sol tre?».,Purgatorio,24,133
sùbita voce disse; ond’ io mi scossi,Purgatorio,24,134
come fan bestie spaventate e poltre.,Purgatorio,24,135
Drizzai la testa per veder chi fossi;,Purgatorio,24,136
e già mai non si videro in fornace,Purgatorio,24,137
"vetri o metalli sì lucenti e rossi,",Purgatorio,24,138
com’ io vidi un che dicea: «S’a voi piace,Purgatorio,24,139
"montare in sù, qui si convien dar volta;",Purgatorio,24,140
quinci si va chi vuole andar per pace».,Purgatorio,24,141
L’aspetto suo m’avea la vista tolta;,Purgatorio,24,142
"per ch’io mi volsi dietro a’ miei dottori,",Purgatorio,24,143
com’ om che va secondo ch’elli ascolta.,Purgatorio,24,144
"E quale, annunziatrice de li albori,",Purgatorio,24,145
"l’aura di maggio movesi e olezza,",Purgatorio,24,146
tutta impregnata da l’erba e da’ fiori;,Purgatorio,24,147
tal mi senti’ un vento dar per mezza,Purgatorio,24,148
"la fronte, e ben senti’ mover la piuma,",Purgatorio,24,149
che fé sentir d’ambrosïa l’orezza.,Purgatorio,24,150
E senti’ dir: «Beati cui alluma,Purgatorio,24,151
"tanto di grazia, che l’amor del gusto",Purgatorio,24,152
"nel petto lor troppo disir non fuma,",Purgatorio,24,153
esurïendo sempre quanto è giusto!».,Purgatorio,24,154
Ora era onde ’l salir non volea storpio;,Purgatorio,25,1
ché ’l sole avëa il cerchio di merigge,Purgatorio,25,2
lasciato al Tauro e la notte a lo Scorpio:,Purgatorio,25,3
"per che, come fa l’uom che non s’affigge",Purgatorio,25,4
"ma vassi a la via sua, che che li appaia,",Purgatorio,25,5
"se di bisogno stimolo il trafigge,",Purgatorio,25,6
"così intrammo noi per la callaia,",Purgatorio,25,7
uno innanzi altro prendendo la scala,Purgatorio,25,8
che per artezza i salitor dispaia.,Purgatorio,25,9
E quale il cicognin che leva l’ala,Purgatorio,25,10
"per voglia di volare, e non s’attenta",Purgatorio,25,11
"d’abbandonar lo nido, e giù la cala;",Purgatorio,25,12
tal era io con voglia accesa e spenta,Purgatorio,25,13
"di dimandar, venendo infino a l’atto",Purgatorio,25,14
che fa colui ch’a dicer s’argomenta.,Purgatorio,25,15
"Non lasciò, per l’andar che fosse ratto,",Purgatorio,25,16
"lo dolce padre mio, ma disse: «Scocca",Purgatorio,25,17
"l’arco del dir, che ’nfino al ferro hai tratto».",Purgatorio,25,18
Allor sicuramente apri’ la bocca,Purgatorio,25,19
e cominciai: «Come si può far magro,Purgatorio,25,20
là dove l’uopo di nodrir non tocca?».,Purgatorio,25,21
«Se t’ammentassi come Meleagro,Purgatorio,25,22
"si consumò al consumar d’un stizzo,",Purgatorio,25,23
"non fora», disse, «a te questo sì agro;",Purgatorio,25,24
"e se pensassi come, al vostro guizzo,",Purgatorio,25,25
"guizza dentro a lo specchio vostra image,",Purgatorio,25,26
ciò che par duro ti parrebbe vizzo.,Purgatorio,25,27
"Ma perché dentro a tuo voler t’adage,",Purgatorio,25,28
ecco qui Stazio; e io lui chiamo e prego,Purgatorio,25,29
che sia or sanator de le tue piage».,Purgatorio,25,30
"«Se la veduta etterna li dislego»,",Purgatorio,25,31
"rispuose Stazio, «là dove tu sie,",Purgatorio,25,32
discolpi me non potert’ io far nego».,Purgatorio,25,33
"Poi cominciò: «Se le parole mie,",Purgatorio,25,34
"figlio, la mente tua guarda e riceve,",Purgatorio,25,35
lume ti fiero al come che tu die.,Purgatorio,25,36
"Sangue perfetto, che poi non si beve",Purgatorio,25,37
"da l’assetate vene, e si rimane",Purgatorio,25,38
"quasi alimento che di mensa leve,",Purgatorio,25,39
prende nel core a tutte membra umane,Purgatorio,25,40
"virtute informativa, come quello",Purgatorio,25,41
ch’a farsi quelle per le vene vane.,Purgatorio,25,42
"Ancor digesto, scende ov’ è più bello",Purgatorio,25,43
tacer che dire; e quindi poscia geme,Purgatorio,25,44
sovr’ altrui sangue in natural vasello.,Purgatorio,25,45
"Ivi s’accoglie l’uno e l’altro insieme,",Purgatorio,25,46
"l’un disposto a patire, e l’altro a fare",Purgatorio,25,47
per lo perfetto loco onde si preme;,Purgatorio,25,48
"e, giunto lui, comincia ad operare",Purgatorio,25,49
"coagulando prima, e poi avviva",Purgatorio,25,50
ciò che per sua matera fé constare.,Purgatorio,25,51
Anima fatta la virtute attiva,Purgatorio,25,52
"qual d’una pianta, in tanto differente,",Purgatorio,25,53
"che questa è in via e quella è già a riva,",Purgatorio,25,54
"tanto ovra poi, che già si move e sente,",Purgatorio,25,55
come spungo marino; e indi imprende,Purgatorio,25,56
ad organar le posse ond’ è semente.,Purgatorio,25,57
"Or si spiega, figliuolo, or si distende",Purgatorio,25,58
"la virtù ch’è dal cor del generante,",Purgatorio,25,59
dove natura a tutte membra intende.,Purgatorio,25,60
"Ma come d’animal divegna fante,",Purgatorio,25,61
"non vedi tu ancor: quest’ è tal punto,",Purgatorio,25,62
"che più savio di te fé già errante,",Purgatorio,25,63
sì che per sua dottrina fé disgiunto,Purgatorio,25,64
"da l’anima il possibile intelletto,",Purgatorio,25,65
perché da lui non vide organo assunto.,Purgatorio,25,66
Apri a la verità che viene il petto;,Purgatorio,25,67
"e sappi che, sì tosto come al feto",Purgatorio,25,68
"l’articular del cerebro è perfetto,",Purgatorio,25,69
lo motor primo a lui si volge lieto,Purgatorio,25,70
"sovra tant’ arte di natura, e spira",Purgatorio,25,71
"spirito novo, di vertù repleto,",Purgatorio,25,72
"che ciò che trova attivo quivi, tira",Purgatorio,25,73
"in sua sustanzia, e fassi un’alma sola,",Purgatorio,25,74
che vive e sente e sé in sé rigira.,Purgatorio,25,75
"E perché meno ammiri la parola,",Purgatorio,25,76
"guarda il calor del sole che si fa vino,",Purgatorio,25,77
giunto a l’omor che de la vite cola.,Purgatorio,25,78
"Quando Làchesis non ha più del lino,",Purgatorio,25,79
"solvesi da la carne, e in virtute",Purgatorio,25,80
ne porta seco e l’umano e ’l divino:,Purgatorio,25,81
l’altre potenze tutte quante mute;,Purgatorio,25,82
"memoria, intelligenza e volontade",Purgatorio,25,83
in atto molto più che prima agute.,Purgatorio,25,84
"Sanza restarsi, per sé stessa cade",Purgatorio,25,85
mirabilmente a l’una de le rive;,Purgatorio,25,86
quivi conosce prima le sue strade.,Purgatorio,25,87
"Tosto che loco lì la circunscrive,",Purgatorio,25,88
la virtù formativa raggia intorno,Purgatorio,25,89
così e quanto ne le membra vive.,Purgatorio,25,90
"E come l’aere, quand’ è ben pïorno,",Purgatorio,25,91
"per l’altrui raggio che ’n sé si reflette,",Purgatorio,25,92
di diversi color diventa addorno;,Purgatorio,25,93
così l’aere vicin quivi si mette,Purgatorio,25,94
e in quella forma ch’è in lui suggella,Purgatorio,25,95
virtüalmente l’alma che ristette;,Purgatorio,25,96
e simigliante poi a la fiammella,Purgatorio,25,97
"che segue il foco là ’vunque si muta,",Purgatorio,25,98
segue lo spirto sua forma novella.,Purgatorio,25,99
"Però che quindi ha poscia sua paruta,",Purgatorio,25,100
è chiamata ombra; e quindi organa poi,Purgatorio,25,101
ciascun sentire infino a la veduta.,Purgatorio,25,102
Quindi parliamo e quindi ridiam noi;,Purgatorio,25,103
quindi facciam le lagrime e ’ sospiri,Purgatorio,25,104
che per lo monte aver sentiti puoi.,Purgatorio,25,105
Secondo che ci affliggono i disiri,Purgatorio,25,106
"e li altri affetti, l’ombra si figura;",Purgatorio,25,107
e quest’ è la cagion di che tu miri».,Purgatorio,25,108
E già venuto a l’ultima tortura,Purgatorio,25,109
"s’era per noi, e vòlto a la man destra,",Purgatorio,25,110
ed eravamo attenti ad altra cura.,Purgatorio,25,111
"Quivi la ripa fiamma in fuor balestra,",Purgatorio,25,112
e la cornice spira fiato in suso,Purgatorio,25,113
che la reflette e via da lei sequestra;,Purgatorio,25,114
ond’ ir ne convenia dal lato schiuso,Purgatorio,25,115
ad uno ad uno; e io temëa ’l foco,Purgatorio,25,116
"quinci, e quindi temeva cader giuso.",Purgatorio,25,117
Lo duca mio dicea: «Per questo loco,Purgatorio,25,118
"si vuol tenere a li occhi stretto il freno,",Purgatorio,25,119
però ch’errar potrebbesi per poco».,Purgatorio,25,120
‘Summae Deus clementïae’ nel seno,Purgatorio,25,121
"al grande ardore allora udi’ cantando,",Purgatorio,25,122
che di volger mi fé caler non meno;,Purgatorio,25,123
e vidi spirti per la fiamma andando;,Purgatorio,25,124
per ch’io guardava a loro e a’ miei passi,Purgatorio,25,125
compartendo la vista a quando a quando.,Purgatorio,25,126
"Appresso il fine ch’a quell’ inno fassi,",Purgatorio,25,127
gridavano alto: ‘Virum non cognosco’;,Purgatorio,25,128
indi ricominciavan l’inno bassi.,Purgatorio,25,129
"Finitolo, anco gridavano: «Al bosco",Purgatorio,25,130
"si tenne Diana, ed Elice caccionne",Purgatorio,25,131
che di Venere avea sentito il tòsco».,Purgatorio,25,132
Indi al cantar tornavano; indi donne,Purgatorio,25,133
gridavano e mariti che fuor casti,Purgatorio,25,134
come virtute e matrimonio imponne.,Purgatorio,25,135
E questo modo credo che lor basti,Purgatorio,25,136
per tutto il tempo che ’l foco li abbruscia:,Purgatorio,25,137
con tal cura conviene e con tai pasti,Purgatorio,25,138
che la piaga da sezzo si ricuscia.,Purgatorio,25,139
"Mentre che sì per l’orlo, uno innanzi altro,",Purgatorio,26,1
"ce n’andavamo, e spesso il buon maestro",Purgatorio,26,2
diceami: «Guarda: giovi ch’io ti scaltro»;,Purgatorio,26,3
"feriami il sole in su l’omero destro,",Purgatorio,26,4
"che già, raggiando, tutto l’occidente",Purgatorio,26,5
mutava in bianco aspetto di cilestro;,Purgatorio,26,6
e io facea con l’ombra più rovente,Purgatorio,26,7
parer la fiamma; e pur a tanto indizio,Purgatorio,26,8
"vidi molt’ ombre, andando, poner mente.",Purgatorio,26,9
Questa fu la cagion che diede inizio,Purgatorio,26,10
loro a parlar di me; e cominciarsi,Purgatorio,26,11
a dir: «Colui non par corpo fittizio»;,Purgatorio,26,12
"poi verso me, quanto potëan farsi,",Purgatorio,26,13
"certi si fero, sempre con riguardo",Purgatorio,26,14
di non uscir dove non fosser arsi.,Purgatorio,26,15
"«O tu che vai, non per esser più tardo,",Purgatorio,26,16
"ma forse reverente, a li altri dopo,",Purgatorio,26,17
rispondi a me che ’n sete e ’n foco ardo.,Purgatorio,26,18
Né solo a me la tua risposta è uopo;,Purgatorio,26,19
ché tutti questi n’hanno maggior sete,Purgatorio,26,20
che d’acqua fredda Indo o Etïopo.,Purgatorio,26,21
Dinne com’ è che fai di te parete,Purgatorio,26,22
"al sol, pur come tu non fossi ancora",Purgatorio,26,23
di morte intrato dentro da la rete».,Purgatorio,26,24
Sì mi parlava un d’essi; e io mi fora,Purgatorio,26,25
"già manifesto, s’io non fossi atteso",Purgatorio,26,26
ad altra novità ch’apparve allora;,Purgatorio,26,27
ché per lo mezzo del cammino acceso,Purgatorio,26,28
"venne gente col viso incontro a questa,",Purgatorio,26,29
la qual mi fece a rimirar sospeso.,Purgatorio,26,30
Lì veggio d’ogne parte farsi presta,Purgatorio,26,31
ciascun’ ombra e basciarsi una con una,Purgatorio,26,32
"sanza restar, contente a brieve festa;",Purgatorio,26,33
così per entro loro schiera bruna,Purgatorio,26,34
"s’ammusa l’una con l’altra formica,",Purgatorio,26,35
